1;1.1043519973754883
1;1.3159418106079102
1;1.5443379878997803
2;1.0858709812164307
2;1.1538710594177246
2;1.277872085571289
2;1.3712821006774902
2;1.4085760116577148
3;1.3891510963439941
3;1.4931440353393555
4;1.1847760677337646
4;1.4047691822052002
4;1.8372321128845215
4;1.8487720489501953
5;1.2330591678619385
5;1.7434391975402832
5;1.7914361953735352
6;1.180238962173462
6;1.2402479648590088
6;1.3722398281097412
7;1.0347177982330322
7;1.1227149963378906
7;1.4027118682861328
7;1.5509657859802246
8;1.4041540622711182
8;2.0761430263519287
8;2.192296028137207
8;2.4485859870910645
9;1.078428030014038
9;1.3424270153045654
9;1.4264278411865234
9;1.4424269199371338
10;1.604173183441162
10;1.8001751899719238
10;2.1721701622009277
